species	MGI	UniProtKB	gene	ID
MOUSE	1891158	Q99ME7	T-box transcription factor TBX19	Tbx19
MOUSE	2448297	Q8CGP7	Histone H2A type 1-K	Hist1h2ak
MOUSE	1347473	Q61060	Forkhead box protein D3	Foxd3
MOUSE	1922666	Q8R3N1	Nucleolar protein 14	Nop14
MOUSE	1337080	Q9WU42	Nuclear receptor corepressor 2	Ncor2
MOUSE	894687	Q9DBR1	5'-3' exoribonuclease 2	Xrn2
MOUSE	2153518	Q91ZK4	Diencephalon/mesencephalon homeobox protein 1	Dmbx1
MOUSE	2442415	Q8BZ21	Histone acetyltransferase KAT6A	Kat6a
MOUSE	1343463	Q9WVA3	Mitotic checkpoint protein BUB3	Bub3
MOUSE	1919794	Q8BTW3	Exosome complex component MTR3	Exosc6
MOUSE	108067	P50220	Homeobox protein Nkx-2.1	Nkx2-1
MOUSE	103220	P32442	Homeobox protein MOX-1	Meox1
MOUSE	106601	Q62100	Protamine-3	Prm3
MOUSE	1923136	Q9D4P7	Glutathione S-transferase theta-4	Gstt4
MOUSE	98368	P40645	Transcription factor SOX-6	Sox6
MOUSE	1918073	Q80Y32	HMG box domain containing 4	Hmgxb4
MOUSE	104968	P51175	Protoporphyrinogen oxidase	Ppox
MOUSE	92638	Q9Z1W5	Stress-associated endoplasmic reticulum protein 1	Serp1
MOUSE	1918961	Q91ZJ0	Crossover junction endonuclease MUS81	Mus81
MOUSE	2448409	Q8CGP2	Histone H2B type 1-P	Hist1h2bp
MOUSE	1914926	Q8R040	Ribonuclease P protein subunit p21	Rpp21
MOUSE	1347469	Q64731	Forkhead box protein L1	Foxl1
MOUSE	3645498	Q3ULJ8	"Predicted gene, EG245263"	Gm4981
MOUSE	1859026	Q8BT14	CCR4-NOT transcription complex subunit 4	Cnot4
MOUSE	3643292	J3QNT2	Uncharacterized protein	Gm5435
MOUSE	1927616	Q925H1	Zinc finger transcription factor Trps1	Trps1
MOUSE	1919357	Q14AI0	Sister chromatid cohesion protein DCC1	DSCC1
MOUSE	97308	Q07279	Transcription factor NF-E2 45 kDa subunit	Nfe2
MOUSE	1349431	Q9Z0N1	"Eukaryotic translation initiation factor 2 subunit 3, X-linked"	Eif2s3x
MOUSE	1914455	Q9CZJ1	Probable U3 small nucleolar RNA-associated protein 11	Utp11l
MOUSE	1196389	P54099	DNA polymerase subunit gamma-1	Polg
MOUSE	1913696	Q9D0M0	Exosome complex exonuclease RRP42	Exosc7
MOUSE	1913929	Q8C570	mRNA export factor	Rae1
MOUSE	2444061	Q8BW22	Calcium-responsive transactivator	Ss18l1
MOUSE	2140770	Q8VI95	"2',5'-oligoadenylate synthetase-like 8"	Oas1d
MOUSE	106587	P70354	Homeobox protein MSX-3	Msx3
MOUSE	1096388	O88933	Homeobox protein SPX1	Esx1
MOUSE	96177	P09021	Homeobox protein Hox-A5	Hoxa5
MOUSE	1351630	Q80YD6	Secretion-regulating guanine nucleotide exchange factor	Sergef
MOUSE	103298	P51908	C-U-editing enzyme APOBEC-1	Apobec1
MOUSE	1913434	Q3V1Z5	Protein Rps4l	Rps4l
MOUSE	1915223	Q810V0	U3 small nucleolar ribonucleoprotein protein MPP10	Mphosph10
MOUSE	97054	P23249	Putative helicase MOV-10	Mov10
MOUSE	101791	P61372	Insulin gene enhancer protein ISL-1	Isl1
MOUSE	101785	P48972	Myb-related protein B	Mybl2
MOUSE	1913731	Q9CQR2	40S ribosomal protein S21	Rps21
MOUSE	1933218	Q99MV1	Tudor domain-containing protein 1	Tdrd1
MOUSE	2145534	P0C242	Cyclin-O	Ccno
MOUSE	3034577	G3UY18	Protein AW822073	AW822073
MOUSE	2159210	Q8C1B2	TCDD-inducible poly [ADP-ribose] polymerase	Tiparp
MOUSE	1920864	F6YCR7	Protein Rhox13	Rhox13
MOUSE	1915235	Q9CPU1	MCG116417	Ssxb1
MOUSE	1921506	Q80TQ2	Ubiquitin carboxyl-terminal hydrolase CYLD	Cyld
MOUSE	1891384	Q99MV5	Putative helicase Mov10l1	Mov10l1
MOUSE	96210	P28357	Homeobox protein Hox-D9	Hoxd9
MOUSE	1196287	O54788	DNA fragmentation factor subunit beta	Dffb
MOUSE	1917128	P62307	Small nuclear ribonucleoprotein F	Snrpf
MOUSE	1859328	Q9QXK7	Cleavage and polyadenylation specificity factor subunit 3	Cpsf3
MOUSE	103067	Q61687	Transcriptional regulator ATRX	Atrx
MOUSE	2385163	Q8VE33	Ganglioside-induced differentiation-associated protein 1-like 1	Gdap1l1
MOUSE	1927240	E9Q444	Protein Zbtb21	Zbtb21
MOUSE	103559	P43680	Transcription factor SOX-18	Sox18
MOUSE	1344037	Q9R0X5	X-linked retinitis pigmentosa GTPase regulator	Rpgr
MOUSE	2388270	Q8K2H4	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1"	Acap1
MOUSE	2681831	Q810N8	Protein Rhox11	Rhox11
MOUSE	106368	Q8BIF2	RNA binding protein fox-1 homolog 3	Rbfox3
MOUSE	97348	P97334	Homeobox protein Nkx-2.3	Nkx2-3
MOUSE	3643826	D3Z536	Uncharacterized protein	Gm8225
MOUSE	2142989	Q6ZQK0	Condensin-2 complex subunit D3	Ncapd3
MOUSE	1353497	Q9QZD8	Mitochondrial dicarboxylate carrier	Slc25a10
MOUSE	1914587	Q99LC2	Cleavage stimulation factor subunit 1	Cstf1
MOUSE	1351622	Q9D773	"39S ribosomal protein L2, mitochondrial"	Mrpl2
MOUSE	3612191	C3VPR6	Protein NLRC5	Nlrc5
MOUSE	2448349	P68433	Histone H3.1	Hist1h3a
MOUSE	105922	P47963	60S ribosomal protein L13	Rpl13
MOUSE	1927167	Q9R0Q4	Mortality factor 4-like protein 2	Morf4l2
MOUSE	1920026	Q80UK7	Spindle assembly abnormal protein 6 homolog	Sass6
MOUSE	2145902	Q499M4	Tigger transposable element derived 5	Tigd5
MOUSE	1915186	Q9CX97	WD repeat-containing protein 55	Wdr55
MOUSE	891999	Q91ZS8	Double-stranded RNA-specific editase 1	Adarb1
MOUSE	107502	P43277	Histone H1.3	Hist1h1d
MOUSE	1916934	Q3THG9	Alanyl-tRNA editing protein Aarsd1	Aarsd1
MOUSE	1917489	Q8R2T8	General transcription factor 3C polypeptide 5	Gtf3c5
MOUSE	1289326	Q9D3W4	GPN-loop GTPase 3	Gpn3
MOUSE	2664186	Q8BGD7	Neuronal PAS domain-containing protein 4	Npas4
MOUSE	2685236	Q3US16	Transcription elongation factor A N-terminal and central domain-containing protein	Tceanc
MOUSE	104626	Q91WM1	Spermatid perinuclear RNA-binding protein	Strbp
MOUSE	1349428	O88470	Forkhead box protein L2	Foxl2
MOUSE	1932115	Q9WVP6	Poly(A) polymerase beta	Papolb
MOUSE	2145317	Q3UQU0	Bromodomain-containing protein 9	Brd9
MOUSE	893597	P97376	Protein FRG1	Frg1
MOUSE	1915843	Q8BKF1	"DNA-directed RNA polymerase, mitochondrial"	Polrmt
MOUSE	1197527	O70157	DNA topoisomerase 3-alpha	Top3a
MOUSE	1098801	B2RRE7	OTU domain-containing protein 4	Otud4
MOUSE	1344415	Q8CE22	Cyclin-D-binding Myb-like transcription factor 1	Dmtf1
MOUSE	3040955	Q7TS99	Hairy and enhancer of split-related protein HELT	Helt
MOUSE	3702070	A2AK42	Protein Gm13691	Gm13697
MOUSE	3045313	Q8BIY3	Probable ribonuclease ZC3H12D	Zc3h12d
MOUSE	1919236	Q9CWT6	Probable ATP-dependent RNA helicase DDX28	Ddx28
MOUSE	1926465	Q9D0E1	Heterogeneous nuclear ribonucleoprotein M	Hnrnpm
MOUSE	1918718	Q9D350	OBOX1	Obox1
MOUSE	107995	Q9EPU0	Regulator of nonsense transcripts 1	Upf1
MOUSE	97542	Q11136	Xaa-Pro dipeptidase	Pepd
MOUSE	2145425	Q8BH88	DEP domain-containing protein 1B	Depdc1b
MOUSE	2684058	Q6SJ95	TATA box-binding protein-like protein 2	Tbpl2
MOUSE	1921078	Q99LF7	Protein Dcaf4	Dcaf4
MOUSE	1278321	Q8C0I4	Enhancer of polycomb homolog 2	Epc2
MOUSE	96160	P17095	High mobility group protein HMG-I/HMG-Y	Hmga1
MOUSE	1913657	Q9DC71	"28S ribosomal protein S15, mitochondrial"	Mrps15
MOUSE	1353472	P12970	60S ribosomal protein L7a	Rpl7a
MOUSE	3782524	L7N2C4	Protein Gm4340	Gm4340
MOUSE	1202302	Q8K119	Postmeiotic segregation increased 1 (S. cerevisiae)	Pms1
MOUSE	88393	P40201	Chromodomain-helicase-DNA-binding protein 1	Chd1
MOUSE	1891692	Q8VHM5	Heterogeneous nuclear ribonucleoprotein R	Hnrnpr
MOUSE	1891840	Q3UYV9	Nuclear cap-binding protein subunit 1	Ncbp1
MOUSE	96183	P0C1T1	Homeobox protein Hox-B2	Hoxb2
MOUSE	1341908	P97343	Serine/threonine-protein kinase Kist	Uhmk1
MOUSE	1929704	Q91VN1	Zinc finger protein 24	Znf24
MOUSE	2146156	P60330	Separin	Espl1
MOUSE	1306803	Q9R1R0	LIM/homeobox protein Lhx6	Lhx6
MOUSE	2145448	Q8R3P9	Ankyrin repeat domain-containing protein 32	Ankrd32
MOUSE	1099440	O54864	Histone-lysine N-methyltransferase SUV39H1	Suv39h1
MOUSE	3525151	Q5ISE2	"Zinc finger protein 36, C3H1 type-like 3"	Zfp36l3
