index,humanid,mousesym,mouseid,humansym,"# This table looks like it was downloaded from BioMart, but Eric has foolishly lost track of the exact date and versions. "
11124,ENSG00000159314,Arhgap27,ENSMUSG00000034255,ARHGAP27,
11125,ENSG00000159322,Adpgk,ENSMUSG00000025236,ADPGK,
11126,ENSG00000159337,Pla2g4d,ENSMUSG00000070719,PLA2G4D,
11127,ENSG00000159339,Padi4,ENSMUSG00000025330,PADI4,
11128,ENSG00000159346,Adipor1,ENSMUSG00000026457,ADIPOR1,
11129,ENSG00000159348,Cyb5r1,ENSMUSG00000026456,CYB5R1,
11130,ENSG00000159352,Psmd4,ENSMUSG00000005625,PSMD4,
11131,ENSG00000159363,Atp13a2,ENSMUSG00000036622,ATP13A2,
11132,ENSG00000159374,M1ap,ENSMUSG00000030041,M1AP,
11133,ENSG00000159377,Psmb4,ENSMUSG00000005779,PSMB4,
11134,ENSG00000159387,Irx6,ENSMUSG00000031738,IRX6,
11135,ENSG00000159388,Btg2,ENSMUSG00000020423,BTG2,
11136,ENSG00000159398,Ces5a,ENSMUSG00000058019,CES5A,
11137,ENSG00000159399,Hk2,ENSMUSG00000000628,HK2,
11138,ENSG00000159403,C1ra,ENSMUSG00000055172,C1R,
11139,ENSG00000159403,C1rb,ENSMUSG00000098470,C1R,
11140,ENSG00000159409,Celf3,ENSMUSG00000028137,CELF3,
11141,ENSG00000159423,Aldh4a1,ENSMUSG00000028737,ALDH4A1,
11142,ENSG00000159433,Stard9,ENSMUSG00000033705,STARD9,
11143,ENSG00000159445,Them4,ENSMUSG00000028145,THEM4,
11144,ENSG00000159450,Tchh,ENSMUSG00000052415,TCHH,
11145,ENSG00000159459,Ubr1,ENSMUSG00000027272,UBR1,
11146,ENSG00000159461,Amfr,ENSMUSG00000031751,AMFR,
11147,ENSG00000159479,Med8,ENSMUSG00000006392,MED8,
11148,ENSG00000159495,Tgm7,ENSMUSG00000079103,TGM7,
11149,ENSG00000159527,Pglyrp3,ENSMUSG00000042244,PGLYRP3,
11150,ENSG00000159556,Isl2,ENSMUSG00000032318,ISL2,
11151,ENSG00000159579,Rspry1,ENSMUSG00000050079,RSPRY1,
11152,ENSG00000159588,Ccdc17,ENSMUSG00000034035,CCDC17,
11153,ENSG00000159592,Gpbp1l1,ENSMUSG00000034042,GPBP1L1,
11154,ENSG00000159593,Nae1,ENSMUSG00000031878,NAE1,
11155,ENSG00000159596,Tmem69,ENSMUSG00000055900,TMEM69,
11156,ENSG00000159618,Adgrg5,ENSMUSG00000061577,ADGRG5,
11157,ENSG00000159625,Drc7,ENSMUSG00000031786,DRC7,
11158,ENSG00000159640,Ace,ENSMUSG00000020681,ACE,
11159,ENSG00000159648,Tepp,ENSMUSG00000090206,TEPP,
11160,ENSG00000159650,Uroc1,ENSMUSG00000034456,UROC1,
11161,ENSG00000159658,Efcab14,ENSMUSG00000034210,EFCAB14,
11162,ENSG00000159674,Spon2,ENSMUSG00000037379,SPON2,
11163,ENSG00000159685,Chchd6,ENSMUSG00000030086,CHCHD6,
11164,ENSG00000159692,Ctbp1,ENSMUSG00000037373,CTBP1,
11165,ENSG00000159708,Lrrc36,ENSMUSG00000054320,LRRC36,
11166,ENSG00000159713,Tppp3,ENSMUSG00000014846,TPPP3,
11167,ENSG00000159714,Zdhhc1,ENSMUSG00000039199,ZDHHC1,
11168,ENSG00000159720,Atp6v0d1,ENSMUSG00000013160,ATP6V0D1,
11169,ENSG00000159723,Agrp,ENSMUSG00000005705,AGRP,
11170,ENSG00000159733,Zfyve28,ENSMUSG00000037224,ZFYVE28,
11171,ENSG00000159753,Rltpr,ENSMUSG00000050357,RLTPR,
11172,ENSG00000159761,4933405L10Rik,ENSMUSG00000013158,C16orf86,
11173,ENSG00000159763,Pip,ENSMUSG00000058499,PIP,
11174,ENSG00000159784,Fam131b,ENSMUSG00000029861,FAM131B,
11175,ENSG00000159788,Rgs12,ENSMUSG00000029101,RGS12,
11176,ENSG00000159792,Pskh1,ENSMUSG00000048310,PSKH1,
11177,ENSG00000159840,Zyx,ENSMUSG00000029860,ZYX,
11178,ENSG00000159842,Abr,ENSMUSG00000017631,ABR,
11179,ENSG00000159871,Lypd5,ENSMUSG00000030484,LYPD5,
11180,ENSG00000159873,Ccdc117,ENSMUSG00000020482,CCDC117,
11181,ENSG00000159882,Zfp61,ENSMUSG00000050605,ZNF230,
11182,ENSG00000159884,Ccdc107,ENSMUSG00000028461,CCDC107,
11183,ENSG00000159885,Zfp61,ENSMUSG00000050605,ZNF222,
11184,ENSG00000159899,Npr2,ENSMUSG00000028469,NPR2,
11185,ENSG00000159905,Zfp61,ENSMUSG00000050605,ZNF221,
11186,ENSG00000159917,Zfp109,ENSMUSG00000074283,ZNF235,
11187,ENSG00000159917,Zfp93,ENSMUSG00000055305,ZNF235,
11188,ENSG00000159917,Zfp108,ENSMUSG00000030486,ZNF235,
11189,ENSG00000159917,Zfp235,ENSMUSG00000047603,ZNF235,
11190,ENSG00000159917,Zfp114,ENSMUSG00000068962,ZNF235,
11191,ENSG00000159921,Gne,ENSMUSG00000028479,GNE,
11192,ENSG00000159958,Tnfrsf13c,ENSMUSG00000068105,TNFRSF13C,
11193,ENSG00000160007,Arhgap35,ENSMUSG00000058230,ARHGAP35,
11194,ENSG00000160013,Ptgir,ENSMUSG00000043017,PTGIR,
11195,ENSG00000160049,Dffa,ENSMUSG00000028974,DFFA,
11196,ENSG00000160050,Ccdc28b,ENSMUSG00000028795,CCDC28B,
11197,ENSG00000160051,Iqcc,ENSMUSG00000040795,IQCC,
11198,ENSG00000160055,Tmem234,ENSMUSG00000028797,TMEM234,
11199,ENSG00000160058,Bsdc1,ENSMUSG00000040859,BSDC1,
11200,ENSG00000160062,Zbtb8a,ENSMUSG00000028807,ZBTB8A,
11201,ENSG00000160072,Atad3a,ENSMUSG00000029036,ATAD3B,
11202,ENSG00000160075,Ssu72,ENSMUSG00000029038,SSU72,
11203,ENSG00000160087,Ube2j2,ENSMUSG00000023286,UBE2J2,
11204,ENSG00000160094,Zfp362,ENSMUSG00000028799,ZNF362,
11205,ENSG00000160097,Fndc5,ENSMUSG00000001334,FNDC5,
11206,ENSG00000160113,Nr2f6,ENSMUSG00000002393,NR2F6,
11207,ENSG00000160117,Ankle1,ENSMUSG00000046295,ANKLE1,
11208,ENSG00000160124,Ccdc58,ENSMUSG00000075229,CCDC58,
11209,ENSG00000160131,Vma21,ENSMUSG00000073131,VMA21,
11210,ENSG00000160131,Vma21-ps,ENSMUSG00000061619,VMA21,
11211,ENSG00000160145,Kalrn,ENSMUSG00000061751,KALRN,
11212,ENSG00000160161,Cilp2,ENSMUSG00000044006,CILP2,
11213,ENSG00000160179,Abcg1,ENSMUSG00000024030,ABCG1,
11214,ENSG00000160180,Tff3,ENSMUSG00000024029,TFF3,
11215,ENSG00000160181,Tff2,ENSMUSG00000024028,TFF2,
11216,ENSG00000160182,Tff1,ENSMUSG00000024032,TFF1,
11217,ENSG00000160183,Tmprss3,ENSMUSG00000024034,TMPRSS3,
11218,ENSG00000160185,Ubash3a,ENSMUSG00000042345,UBASH3A,
11219,ENSG00000160188,Rsph1,ENSMUSG00000024033,RSPH1,
11220,ENSG00000160190,Slc37a1,ENSMUSG00000024036,SLC37A1,
11221,ENSG00000160191,Pde9a,ENSMUSG00000041119,PDE9A,
11222,ENSG00000160193,Wdr4,ENSMUSG00000024037,WDR4,
11223,ENSG00000160194,Ndufv3,ENSMUSG00000024038,NDUFV3,
11224,ENSG00000160199,Pknox1,ENSMUSG00000006705,PKNOX1,
11225,ENSG00000160200,Cbs,ENSMUSG00000024039,CBS,
11226,ENSG00000160201,U2af1,ENSMUSG00000061613,U2AF1,
11227,ENSG00000160202,Cryaa,ENSMUSG00000024041,CRYAA,
11228,ENSG00000160207,Hsf2bp,ENSMUSG00000002076,HSF2BP,
11229,ENSG00000160208,Rrp1b,ENSMUSG00000058392,RRP1B,
11230,ENSG00000160209,Pdxk,ENSMUSG00000032788,PDXK,
11231,ENSG00000160211,G6pd2,ENSMUSG00000089992,G6PD,
11232,ENSG00000160211,G6pdx,ENSMUSG00000031400,G6PD,
11233,ENSG00000160213,Cstb,ENSMUSG00000005054,CSTB,
11234,ENSG00000160214,Rrp1,ENSMUSG00000061032,RRP1,
11235,ENSG00000160216,Agpat3,ENSMUSG00000001211,AGPAT3,
11236,ENSG00000160218,Trappc10,ENSMUSG00000000374,TRAPPC10,
11237,ENSG00000160219,Gab3,ENSMUSG00000032750,GAB3,
11238,ENSG00000160221,D10Jhu81e,ENSMUSG00000053329,C21orf33,
11239,ENSG00000160223,Icosl,ENSMUSG00000000732,ICOSLG,
11240,ENSG00000160224,Aire,ENSMUSG00000000731,AIRE,
11241,ENSG00000160226,1810043G02Rik,ENSMUSG00000020284,C21orf2,
11242,ENSG00000160229,Gm28557,ENSMUSG00000100235,ZNF66,
11243,ENSG00000160229,Zfp708,ENSMUSG00000058883,ZNF66,
11244,ENSG00000160229,Rslcan18,ENSMUSG00000074824,ZNF66,
11245,ENSG00000160229,Zfp953,ENSMUSG00000098905,ZNF66,
11246,ENSG00000160229,Zfp457,ENSMUSG00000055341,ZNF66,
11247,ENSG00000160229,Zfp456,ENSMUSG00000078995,ZNF66,
11248,ENSG00000160229,Zfp429,ENSMUSG00000078994,ZNF66,
11249,ENSG00000160229,Zfp58,ENSMUSG00000071291,ZNF66,
11250,ENSG00000160229,Zfp65,ENSMUSG00000071281,ZNF66,
11251,ENSG00000160229,Zfp493,ENSMUSG00000090659,ZNF66,
11252,ENSG00000160229,Zfp87,ENSMUSG00000097333,ZNF66,
11253,ENSG00000160229,Zfp874a,ENSMUSG00000069206,ZNF66,
11254,ENSG00000160229,Zfp455,ENSMUSG00000051037,ZNF66,
11255,ENSG00000160229,Zfp595,ENSMUSG00000057842,ZNF66,
11256,ENSG00000160229,Zfp874b,ENSMUSG00000059839,ZNF66,
11257,ENSG00000160229,Gm9894,ENSMUSG00000052909,ZNF66,
11258,ENSG00000160229,Rsl1,ENSMUSG00000058900,ZNF66,
11259,ENSG00000160233,Lrrc3,ENSMUSG00000051652,LRRC3,
11260,ENSG00000160255,Itgb2,ENSMUSG00000000290,ITGB2,
11261,ENSG00000160255,Itgb2l,ENSMUSG00000000157,ITGB2,
11262,ENSG00000160256,Fam207a,ENSMUSG00000032977,FAM207A,
11263,ENSG00000160271,Ralgds,ENSMUSG00000026821,RALGDS,
11264,ENSG00000160282,Ftcd,ENSMUSG00000001155,FTCD,
11265,ENSG00000160284,Spatc1l,ENSMUSG00000009115,SPATC1L,
11266,ENSG00000160285,Lss,ENSMUSG00000033105,LSS,
11267,ENSG00000160293,Vav2,ENSMUSG00000009621,VAV2,
11268,ENSG00000160294,Mcm3ap,ENSMUSG00000001150,MCM3AP,
11269,ENSG00000160298,2610028H24Rik,ENSMUSG00000009114,C21orf58,
11270,ENSG00000160299,Pcnt,ENSMUSG00000001151,PCNT,
11271,ENSG00000160305,Dip2a,ENSMUSG00000020231,DIP2A,
11272,ENSG00000160307,S100b,ENSMUSG00000033208,S100B,
11273,ENSG00000160310,Prmt2,ENSMUSG00000020230,PRMT2,
11274,ENSG00000160318,Cldnd2,ENSMUSG00000038973,CLDND2,
11275,ENSG00000160321,Zfp619,ENSMUSG00000068959,ZNF208,
11276,ENSG00000160323,Adamts13,ENSMUSG00000014852,ADAMTS13,
11277,ENSG00000160325,Cacfd1,ENSMUSG00000015488,CACFD1,
11278,ENSG00000160326,Slc2a6,ENSMUSG00000036067,SLC2A6,
11279,ENSG00000160339,Fcnb,ENSMUSG00000026835,FCN2,
11280,ENSG00000160345,1700007K13Rik,ENSMUSG00000026831,C9orf116,
11281,ENSG00000160352,Zfp493,ENSMUSG00000090659,ZNF714,
11282,ENSG00000160352,Zfp457,ENSMUSG00000055341,ZNF714,
11283,ENSG00000160352,Rsl1,ENSMUSG00000058900,ZNF714,
11284,ENSG00000160352,Gm9894,ENSMUSG00000052909,ZNF714,
11285,ENSG00000160352,Zfp58,ENSMUSG00000071291,ZNF714,
11286,ENSG00000160352,Zfp595,ENSMUSG00000057842,ZNF714,
11287,ENSG00000160352,Zfp455,ENSMUSG00000051037,ZNF714,
11288,ENSG00000160352,Zfp456,ENSMUSG00000078995,ZNF714,
11289,ENSG00000160352,Zfp874a,ENSMUSG00000069206,ZNF714,
11290,ENSG00000160352,Rslcan18,ENSMUSG00000074824,ZNF714,
11291,ENSG00000160352,Zfp429,ENSMUSG00000078994,ZNF714,
11292,ENSG00000160352,Zfp708,ENSMUSG00000058883,ZNF714,
11293,ENSG00000160352,Zfp87,ENSMUSG00000097333,ZNF714,
11294,ENSG00000160352,Zfp874b,ENSMUSG00000059839,ZNF714,
11295,ENSG00000160352,Gm28557,ENSMUSG00000100235,ZNF714,
11296,ENSG00000160352,Zfp65,ENSMUSG00000071281,ZNF714,
11297,ENSG00000160352,Zfp953,ENSMUSG00000098905,ZNF714,
11298,ENSG00000160360,Gpsm1,ENSMUSG00000026930,GPSM1,
11299,ENSG00000160392,2310022A10Rik,ENSMUSG00000049643,C19orf47,
11300,ENSG00000160396,Hipk4,ENSMUSG00000040424,HIPK4,
11301,ENSG00000160401,1700019L03Rik,ENSMUSG00000038987,C9orf117,
11302,ENSG00000160404,Tor2a,ENSMUSG00000009563,TOR2A,
11303,ENSG00000160408,St6galnac6,ENSMUSG00000026811,ST6GALNAC6,
11304,ENSG00000160410,Shkbp1,ENSMUSG00000089832,SHKBP1,
11305,ENSG00000160439,Rdh13,ENSMUSG00000008435,RDH13,
11306,ENSG00000160445,Zer1,ENSMUSG00000039686,ZER1,
11307,ENSG00000160446,Zdhhc12,ENSMUSG00000015335,ZDHHC12,
11308,ENSG00000160447,Pkn3,ENSMUSG00000026785,PKN3,
11309,ENSG00000160460,Sptbn4,ENSMUSG00000011751,SPTBN4,
11310,ENSG00000160469,Brsk1,ENSMUSG00000035390,BRSK1,
11311,ENSG00000160471,Cox6b2,ENSMUSG00000051811,COX6B2,
11312,ENSG00000160472,Tmem190,ENSMUSG00000013091,TMEM190,
11313,ENSG00000160505,Nlrp4a,ENSMUSG00000040601,NLRP4,
11314,ENSG00000160505,Nlrp4f,ENSMUSG00000032999,NLRP4,
11315,ENSG00000160505,Nlrp4g,ENSMUSG00000079741,NLRP4,
11316,ENSG00000160505,Nlrp4e,ENSMUSG00000045693,NLRP4,
11317,ENSG00000160505,Nlrp4c,ENSMUSG00000034690,NLRP4,
11318,ENSG00000160505,Nlrp4b,ENSMUSG00000034087,NLRP4,
11319,ENSG00000160539,Ppapdc3,ENSMUSG00000051373,PPAPDC3,
11320,ENSG00000160551,Taok1,ENSMUSG00000017291,TAOK1,
11321,ENSG00000160563,Med27,ENSMUSG00000026799,MED27,
11322,ENSG00000160570,Dedd2,ENSMUSG00000054499,DEDD2,
11323,ENSG00000160584,Sik3,ENSMUSG00000034135,SIK3,
11324,ENSG00000160588,Mpzl3,ENSMUSG00000070305,MPZL3,
11325,ENSG00000160593,Amica1,ENSMUSG00000048534,AMICA1,
11326,ENSG00000160602,Nek8,ENSMUSG00000017405,NEK8,
11327,ENSG00000160606,Tlcd1,ENSMUSG00000019437,TLCD1,
11328,ENSG00000160613,Pcsk7,ENSMUSG00000035382,PCSK7,
11329,ENSG00000160633,Safb,ENSMUSG00000071054,SAFB,
11330,ENSG00000160654,Cd3g,ENSMUSG00000002033,CD3G,
11331,ENSG00000160678,S100a1,ENSMUSG00000044080,S100A1,
11332,ENSG00000160679,Chtop,ENSMUSG00000001017,CHTOP,
11333,ENSG00000160683,Cxcr5,ENSMUSG00000047880,CXCR5,
11334,ENSG00000160685,Gm18856,ENSMUSG00000096192,ZBTB7B,
11335,ENSG00000160685,Zbtb7b,ENSMUSG00000028042,ZBTB7B,
11336,ENSG00000160688,Flad1,ENSMUSG00000042642,FLAD1,
11337,ENSG00000160691,Shc1,ENSMUSG00000042626,SHC1,
11338,ENSG00000160695,Vps11,ENSMUSG00000032127,VPS11,
11339,ENSG00000160703,Nlrx1,ENSMUSG00000032109,NLRX1,
11340,ENSG00000160710,Adar,ENSMUSG00000027951,ADAR,
11341,ENSG00000160712,Il6ra,ENSMUSG00000027947,IL6R,
11342,ENSG00000160714,Ube2q1,ENSMUSG00000042572,UBE2Q1,
11343,ENSG00000160716,Chrnb2,ENSMUSG00000027950,CHRNB2,
11344,ENSG00000160741,Crtc2,ENSMUSG00000027936,CRTC2,
11345,ENSG00000160746,Ano10,ENSMUSG00000037949,ANO10,
11346,ENSG00000160752,Fdps,ENSMUSG00000059743,FDPS,
11347,ENSG00000160752,RP24-394C15.7,ENSMUSG00000105204,FDPS,
11348,ENSG00000160753,Rusc1,ENSMUSG00000041263,RUSC1,
11349,ENSG00000160767,Fam189b,ENSMUSG00000032657,FAM189B,
11350,ENSG00000160781,Paqr6,ENSMUSG00000041423,PAQR6,
11351,ENSG00000160783,Pmf1,ENSMUSG00000028066,PMF1,
11352,ENSG00000160785,Slc25a44,ENSMUSG00000050144,SLC25A44,
11353,ENSG00000160789,Lmna,ENSMUSG00000028063,LMNA,
11354,ENSG00000160796,Nbeal2,ENSMUSG00000056724,NBEAL2,
11355,ENSG00000160799,Ccdc12,ENSMUSG00000019659,CCDC12,
11356,ENSG00000160801,Pth1r,ENSMUSG00000032492,PTH1R,
11357,ENSG00000160803,Ubqln4,ENSMUSG00000008604,UBQLN4,
11358,ENSG00000160808,Myl3,ENSMUSG00000059741,MYL3,
11359,ENSG00000160813,Ppp1r35,ENSMUSG00000029725,PPP1R35,
11360,ENSG00000160818,Gpatch4,ENSMUSG00000028069,GPATCH4,
11361,ENSG00000160838,Lrrc71,ENSMUSG00000023084,LRRC71,
11362,ENSG00000160862,Azgp1,ENSMUSG00000037053,AZGP1,
11363,ENSG00000160867,Fgfr4,ENSMUSG00000005320,FGFR4,
11364,ENSG00000160868,Cyp3a41b,ENSMUSG00000075552,CYP3A4,
11365,ENSG00000160868,Cyp3a13,ENSMUSG00000029727,CYP3A4,
11366,ENSG00000160868,Cyp3a25,ENSMUSG00000029630,CYP3A4,
11367,ENSG00000160868,Cyp3a57,ENSMUSG00000070419,CYP3A4,
11368,ENSG00000160868,Cyp3a16,ENSMUSG00000038656,CYP3A4,
11369,ENSG00000160868,Cyp3a41a,ENSMUSG00000075551,CYP3A4,
11370,ENSG00000160868,Cyp3a11,ENSMUSG00000056035,CYP3A4,
11371,ENSG00000160868,Cyp3a44,ENSMUSG00000054417,CYP3A4,
11372,ENSG00000160868,Cyp3a59,ENSMUSG00000061292,CYP3A4,
11373,ENSG00000160870,Cyp3a41b,ENSMUSG00000075552,CYP3A7,
11374,ENSG00000160870,Cyp3a44,ENSMUSG00000054417,CYP3A7,
11375,ENSG00000160870,Cyp3a16,ENSMUSG00000038656,CYP3A7,
11376,ENSG00000160870,Cyp3a11,ENSMUSG00000056035,CYP3A7,
11377,ENSG00000160870,Cyp3a41a,ENSMUSG00000075551,CYP3A7,
11378,ENSG00000160870,Cyp3a57,ENSMUSG00000070419,CYP3A7,
11379,ENSG00000160870,Cyp3a25,ENSMUSG00000029630,CYP3A7,
11380,ENSG00000160870,Cyp3a13,ENSMUSG00000029727,CYP3A7,
11381,ENSG00000160870,Cyp3a59,ENSMUSG00000061292,CYP3A7,
11382,ENSG00000160877,Nacc1,ENSMUSG00000001910,NACC1,
11383,ENSG00000160882,Cyp11b2,ENSMUSG00000022589,CYP11B1,
11384,ENSG00000160882,Cyp11b1,ENSMUSG00000075604,CYP11B1,
11385,ENSG00000160883,Hk3,ENSMUSG00000025877,HK3,
11386,ENSG00000160886,Ly6k,ENSMUSG00000044678,LY6K,
11387,ENSG00000160888,Ier2,ENSMUSG00000053560,IER2,
11388,ENSG00000160908,Zkscan14,ENSMUSG00000029627,ZNF394,
11389,ENSG00000160917,Cpsf4,ENSMUSG00000029625,CPSF4,
11390,ENSG00000160932,Ly6e,ENSMUSG00000022587,LY6E,
11391,ENSG00000160949,Tonsl,ENSMUSG00000059323,TONSL,
11392,ENSG00000160951,Ptger1,ENSMUSG00000019464,PTGER1,
11393,ENSG00000160953,Mum1,ENSMUSG00000020156,MUM1,
11394,ENSG00000160957,Recql4,ENSMUSG00000033762,RECQL4,
11395,ENSG00000160959,Lrrc14,ENSMUSG00000033728,LRRC14,
11396,ENSG00000160963,Col26a1,ENSMUSG00000004415,COL26A1,
11397,ENSG00000160972,Ppp1r16a,ENSMUSG00000033819,PPP1R16A,
11398,ENSG00000160973,Foxh1,ENSMUSG00000033837,FOXH1,
11399,ENSG00000160991,Orai2,ENSMUSG00000039747,ORAI2,
11400,ENSG00000160993,Alkbh4,ENSMUSG00000039754,ALKBH4,
11401,ENSG00000160994,Ccdc105,ENSMUSG00000078442,CCDC105,
11402,ENSG00000160999,Sh2b2,ENSMUSG00000005057,SH2B2,
11403,ENSG00000161010,3010026O09Rik,ENSMUSG00000020381,C5orf45,
11404,ENSG00000161011,Sqstm1,ENSMUSG00000015837,SQSTM1,
11405,ENSG00000161013,Mgat4b,ENSMUSG00000036620,MGAT4B,
11406,ENSG00000161016,Rpl8,ENSMUSG00000003970,RPL8,
11407,ENSG00000161021,Maml1,ENSMUSG00000050567,MAML1,
11408,ENSG00000161031,Pglyrp2,ENSMUSG00000079563,PGLYRP2,
11409,ENSG00000161036,Lrwd1,ENSMUSG00000029703,LRWD1,
11410,ENSG00000161040,Fbxl13,ENSMUSG00000048520,FBXL13,
11411,ENSG00000161048,Napepld,ENSMUSG00000044968,NAPEPLD,
11412,ENSG00000161055,Scgb3a1,ENSMUSG00000064057,SCGB3A1,
11413,ENSG00000161057,Psmc2,ENSMUSG00000028932,PSMC2,
11414,ENSG00000161082,Celf5,ENSMUSG00000034818,CELF5,
11415,ENSG00000161091,Mfsd12,ENSMUSG00000034854,MFSD12,
11416,ENSG00000161133,Usp18,ENSMUSG00000030107,USP41,
11417,ENSG00000161179,Ydjc,ENSMUSG00000041774,YDJC,
11418,ENSG00000161180,Ccdc116,ENSMUSG00000022768,CCDC116,
11419,ENSG00000161202,Dvl3,ENSMUSG00000003233,DVL3,
11420,ENSG00000161203,Ap2m1,ENSMUSG00000022841,AP2M1,
11421,ENSG00000161204,Abcf3,ENSMUSG00000003234,ABCF3,
11422,ENSG00000161217,Pcyt1a,ENSMUSG00000005615,PCYT1A,
11423,ENSG00000161243,Fbxo27,ENSMUSG00000037463,FBXO27,
11424,ENSG00000161249,Dmkn,ENSMUSG00000060962,DMKN,
11425,ENSG00000161265,U2af1l4,ENSMUSG00000078765,U2AF1L4,
11426,ENSG00000161267,Bdh1,ENSMUSG00000046598,BDH1,
11427,ENSG00000161270,Nphs1,ENSMUSG00000006649,NPHS1,
11428,ENSG00000161281,Cox7a1,ENSMUSG00000074218,COX7A1,
11429,ENSG00000161298,Zfp382,ENSMUSG00000074220,ZNF382,
11430,ENSG00000161328,Lrrc56,ENSMUSG00000038637,LRRC56,
11431,ENSG00000161381,Plxdc1,ENSMUSG00000017417,PLXDC1,
11432,ENSG00000161395,Pgap3,ENSMUSG00000038208,PGAP3,
11433,ENSG00000161405,Ikzf3,ENSMUSG00000018168,IKZF3,
11434,ENSG00000161509,Grin2c,ENSMUSG00000020734,GRIN2C,
11435,ENSG00000161513,Fdxr,ENSMUSG00000018861,FDXR,
11436,ENSG00000161526,Sap30bp,ENSMUSG00000020755,SAP30BP,
11437,ENSG00000161533,Acox1,ENSMUSG00000020777,ACOX1,
11438,ENSG00000161542,Prpsap1,ENSMUSG00000015869,PRPSAP1,
11439,ENSG00000161544,Cygb,ENSMUSG00000020810,CYGB,
11440,ENSG00000161547,Srsf2,ENSMUSG00000034120,SRSF2,
11441,ENSG00000161558,Tmem143,ENSMUSG00000002781,TMEM143,
11442,ENSG00000161594,Klhl10,ENSMUSG00000001558,KLHL10,
11443,ENSG00000161609,Ccdc155,ENSMUSG00000038292,CCDC155,
11444,ENSG00000161610,Hcrt,ENSMUSG00000045471,HCRT,
11445,ENSG00000161618,Aldh16a1,ENSMUSG00000007833,ALDH16A1,
11446,ENSG00000161638,Itga5,ENSMUSG00000000555,ITGA5,
11447,ENSG00000161640,Siglecg,ENSMUSG00000030468,SIGLEC11,
11448,ENSG00000161642,Zfp385a,ENSMUSG00000000552,ZNF385A,
11449,ENSG00000161647,Mpp3,ENSMUSG00000052373,MPP3,
11450,ENSG00000161649,Cd300lg,ENSMUSG00000017309,CD300LG,
11451,ENSG00000161652,Izumo2,ENSMUSG00000066500,IZUMO2,
11452,ENSG00000161653,Nags,ENSMUSG00000048217,NAGS,
11453,ENSG00000161654,Lsm12,ENSMUSG00000020922,LSM12,
11454,ENSG00000161664,Asb16,ENSMUSG00000034768,ASB16,
11455,ENSG00000161671,Emc10,ENSMUSG00000008140,EMC10,
11456,ENSG00000161677,Josd2,ENSMUSG00000038695,JOSD2,
11457,ENSG00000161681,Shank1,ENSMUSG00000038738,SHANK1,
11458,ENSG00000161682,Fam171a2,ENSMUSG00000034685,FAM171A2,
11459,ENSG00000161714,Plcd3,ENSMUSG00000020937,PLCD3,
11460,ENSG00000161791,Fmnl3,ENSMUSG00000023008,FMNL3,
11461,ENSG00000161798,Aqp5,ENSMUSG00000044217,AQP5,
11462,ENSG00000161800,Racgap1,ENSMUSG00000023015,RACGAP1,
11463,ENSG00000161813,Larp4,ENSMUSG00000023025,LARP4,
11464,ENSG00000161835,Grasp,ENSMUSG00000000531,GRASP,
11465,ENSG00000161847,Raver1,ENSMUSG00000010205,RAVER1,
11466,ENSG00000161849,Krt84,ENSMUSG00000044294,KRT84,
11467,ENSG00000161850,Krt82,ENSMUSG00000049548,KRT82,
11468,ENSG00000161860,Syce2,ENSMUSG00000003824,SYCE2,
11469,ENSG00000161888,Spc24,ENSMUSG00000074476,SPC24,
11470,ENSG00000161896,Ip6k3,ENSMUSG00000024210,IP6K3,
11471,ENSG00000161904,Lemd2,ENSMUSG00000044857,LEMD2,
11472,ENSG00000161905,Alox15,ENSMUSG00000018924,ALOX15,
11473,ENSG00000161911,Treml1,ENSMUSG00000023993,TREML1,
11474,ENSG00000161914,Zfp653,ENSMUSG00000038895,ZNF653,
11475,ENSG00000161920,Med11,ENSMUSG00000018923,MED11,
11476,ENSG00000161921,Cxcl16,ENSMUSG00000018920,CXCL16,
11477,ENSG00000161929,Scimp,ENSMUSG00000057135,SCIMP,
11478,ENSG00000161939,0610010K14Rik,ENSMUSG00000020831,RNASEK-C17orf49,
11479,ENSG00000161940,Bcl6b,ENSMUSG00000000317,BCL6B,
11480,ENSG00000161944,Asgr2,ENSMUSG00000040963,ASGR2,
11481,ENSG00000161955,Tnfsf13,ENSMUSG00000089669,TNFSF13,
11482,ENSG00000161956,Senp3,ENSMUSG00000005204,SENP3,
11483,ENSG00000161958,Fgf11,ENSMUSG00000042826,FGF11,
11484,ENSG00000161960,Eif4a1,ENSMUSG00000059796,EIF4A1,
11485,ENSG00000161970,Rpl26,ENSMUSG00000060938,RPL26,
11486,ENSG00000161973,Ccdc42,ENSMUSG00000045915,CCDC42,
11487,ENSG00000161980,Polr3k,ENSMUSG00000038628,POLR3K,
11488,ENSG00000161981,Snrnp25,ENSMUSG00000040767,SNRNP25,
11489,ENSG00000161992,A930017K11Rik,ENSMUSG00000025727,PRR35,
11490,ENSG00000161996,Wdr90,ENSMUSG00000073434,WDR90,
11491,ENSG00000161999,Jmjd8,ENSMUSG00000025736,JMJD8,
11492,ENSG00000162004,Ccdc78,ENSMUSG00000071202,CCDC78,
11493,ENSG00000162006,Mslnl,ENSMUSG00000041062,MSLNL,
11494,ENSG00000162009,Sstr5,ENSMUSG00000050824,SSTR5,
11495,ENSG00000162032,Spsb3,ENSMUSG00000024160,SPSB3,
11496,ENSG00000162039,Meiob,ENSMUSG00000024155,MEIOB,
